Operational date,Time of Accident,KM && M,Position,Rural/Urban,Location,Nature of Accident Position,Nature of Accident,Vehicle Involved,Type of Accident,Causes,Road Feature,Road condition,Intersection Type And Control,Weather Condition,Vehicle Responsible,Help Provided by Ambulance/Patroling Vehicle,Classification of Accident,No of Affected Persons
25.10.2017,10:08 PM,1220.7,LHS,Rural,Medarametla,Overturning, Mini truck Overturned,Lorry,Minor injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP07TD 5928,A.M.B & P.V,Non injured ,1
25.10.2017,10:08 PM,1220.7,LHS,Rural,Medarametla,Overturning, Mini truck Overturned,Lorry,Minor injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP07TD 5928,A.M.B & P.V,Animals affected,0
26.10.2017,3:00 AM,1186.5,RHS,Rural,Martur,Overturning, Bolero pickup vehicle   overturned.,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP03X    4795,P.V,Fatal,0
26.10.2017,3:00 AM,1186.5,RHS,Rural,Martur,Overturning, Bolero pickup vehicle   overturned.,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP03X    4795,P.V,Grevious,0
26.10.2017,3:00 AM,1186.5,RHS,Rural,Martur,Overturning, Bolero pickup vehicle   overturned.,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP03X    4795,P.V,Minor,0
26.10.2017,3:00 AM,1186.5,RHS,Rural,Martur,Overturning, Bolero pickup vehicle   overturned.,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP03X    4795,P.V,Non injured ,1
26.10.2017,3:00 AM,1186.5,RHS,Rural,Martur,Overturning, Bolero pickup vehicle   overturned.,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP03X    4795,P.V,Animals affected,0
26.10.2017,8:45 AM,1357.5,RHS,Rural,Kodavaluru,Rear End Collision, Lorry hit Lorry,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TX  3687,P.V,Fatal,0
26.10.2017,8:45 AM,1357.5,RHS,Rural,Kodavaluru,Rear End Collision, Lorry hit Lorry,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TX  3687,P.V,Grevious,0
26.10.2017,8:45 AM,1357.5,RHS,Rural,Kodavaluru,Rear End Collision, Lorry hit Lorry,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TX  3687,P.V,Minor,0
26.10.2017,8:45 AM,1357.5,RHS,Rural,Kodavaluru,Rear End Collision, Lorry hit Lorry,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TX  3687,P.V,Non injured ,2
26.10.2017,8:45 AM,1357.5,RHS,Rural,Kodavaluru,Rear End Collision, Lorry hit Lorry,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TX  3687,P.V,Animals affected,0
27.10.2017,1:15 AM,1348.9,LHS,Rural,Kodavaluru,Rear End Collision, Tata Ace Vehicle hit Unknown vehicle,Tata Ace,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN20AF  2216, P.V,Fatal,0
27.10.2017,1:15 AM,1348.9,LHS,Rural,Kodavaluru,Rear End Collision, Tata Ace Vehicle hit Unknown vehicle,Tata Ace,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN20AF  2216, P.V,Grevious,0
27.10.2017,1:15 AM,1348.9,LHS,Rural,Kodavaluru,Rear End Collision, Tata Ace Vehicle hit Unknown vehicle,Tata Ace,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN20AF  2216, P.V,Minor,1
27.10.2017,1:15 AM,1348.9,LHS,Rural,Kodavaluru,Rear End Collision, Tata Ace Vehicle hit Unknown vehicle,Tata Ace,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN20AF  2216, P.V,Non injured ,2
27.10.2017,1:15 AM,1348.9,LHS,Rural,Kodavaluru,Rear End Collision, Tata Ace Vehicle hit Unknown vehicle,Tata Ace,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN20AF  2216, P.V,Animals affected,0
27.10.2017,2:10 PM,1248.8,RHS,Urban,Ongole,Rear End Collision, Appe auto hit Tractor,Auto,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TH  5233, P.V,Fatal,0
27.10.2017,2:10 PM,1248.8,RHS,Urban,Ongole,Rear End Collision, Appe auto hit Tractor,Auto,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TH  5233, P.V,Grevious,1
27.10.2017,2:10 PM,1248.8,RHS,Urban,Ongole,Rear End Collision, Appe auto hit Tractor,Auto,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TH  5233, P.V,Minor,0
27.10.2017,2:10 PM,1248.8,RHS,Urban,Ongole,Rear End Collision, Appe auto hit Tractor,Auto,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TH  5233, P.V,Non injured ,1
27.10.2017,2:10 PM,1248.8,RHS,Urban,Ongole,Rear End Collision, Appe auto hit Tractor,Auto,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TH  5233, P.V,Animals affected,0
27.10.2017,6:34 PM,1316.5,LHS,Rural,Kavali,Collision Brush/Side Wipe, Unknown vehicle hit pedestrian,Unknown,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B,Fatal,0
27.10.2017,6:34 PM,1316.5,LHS,Rural,Kavali,Collision Brush/Side Wipe, Unknown vehicle hit pedestrian,Unknown,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B,Grevious,1
27.10.2017,6:34 PM,1316.5,LHS,Rural,Kavali,Collision Brush/Side Wipe, Unknown vehicle hit pedestrian,Unknown,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B,Minor,0
27.10.2017,6:34 PM,1316.5,LHS,Rural,Kavali,Collision Brush/Side Wipe, Unknown vehicle hit pedestrian,Unknown,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B,Non injured ,0
27.10.2017,6:34 PM,1316.5,LHS,Rural,Kavali,Collision Brush/Side Wipe, Unknown vehicle hit pedestrian,Unknown,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B,Animals affected,0
27.10.2017,11:40 PM,1212,LHS,Rural,Medarametla,Collision Brush/Side Wipe, Unknown vehicle hit TVS XL,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B& P.V,Fatal,1
27.10.2017,11:40 PM,1212,LHS,Rural,Medarametla,Collision Brush/Side Wipe, Unknown vehicle hit TVS XL,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B& P.V,Grevious,1
27.10.2017,11:40 PM,1212,LHS,Rural,Medarametla,Collision Brush/Side Wipe, Unknown vehicle hit TVS XL,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B& P.V,Minor,0
27.10.2017,11:40 PM,1212,LHS,Rural,Medarametla,Collision Brush/Side Wipe, Unknown vehicle hit TVS XL,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B& P.V,Non injured ,0
27.10.2017,11:40 PM,1212,LHS,Rural,Medarametla,Collision Brush/Side Wipe, Unknown vehicle hit TVS XL,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,A.M.B& P.V,Animals affected,0
28.10.2017,1:30 AM,1329.7,RHS,Rural,Kavali,Overturning, Lorry Overturned  ,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27X   1116,P.V,Fatal,0
28.10.2017,1:30 AM,1329.7,RHS,Rural,Kavali,Overturning, Lorry Overturned  ,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27X   1116,P.V,Grevious,0
28.10.2017,1:30 AM,1329.7,RHS,Rural,Kavali,Overturning, Lorry Overturned  ,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27X   1116,P.V,Minor,0
28.10.2017,1:30 AM,1329.7,RHS,Rural,Kavali,Overturning, Lorry Overturned  ,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27X   1116,P.V,Non injured ,2
28.10.2017,1:30 AM,1329.7,RHS,Rural,Kavali,Overturning, Lorry Overturned  ,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27X   1116,P.V,Animals affected,0
28.10.2017,3:55 AM,1347.3,LHS,Rural,Dagadarthi,Collision Brush/Side Wipe, Bolero camper vehicle hit Container Veh,Car,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TG 7951,A.M.B& P.V,Fatal,0
28.10.2017,3:55 AM,1347.3,LHS,Rural,Dagadarthi,Collision Brush/Side Wipe, Bolero camper vehicle hit Container Veh,Car,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TG 7951,A.M.B& P.V,Grevious,0
28.10.2017,3:55 AM,1347.3,LHS,Rural,Dagadarthi,Collision Brush/Side Wipe, Bolero camper vehicle hit Container Veh,Car,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TG 7951,A.M.B& P.V,Minor,1
28.10.2017,3:55 AM,1347.3,LHS,Rural,Dagadarthi,Collision Brush/Side Wipe, Bolero camper vehicle hit Container Veh,Car,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TG 7951,A.M.B& P.V,Non injured ,0
28.10.2017,3:55 AM,1347.3,LHS,Rural,Dagadarthi,Collision Brush/Side Wipe, Bolero camper vehicle hit Container Veh,Car,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TG 7951,A.M.B& P.V,Animals affected,0
28.10.2017,6:40 PM,1336.8,RHS,Rural,K.Tippa ,Rear End Collision, Milk Tanker hit Tractor Tanker,Tanker,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN34M  8368,P.V,Fatal,0
28.10.2017,6:40 PM,1336.8,RHS,Rural,K.Tippa ,Rear End Collision, Milk Tanker hit Tractor Tanker,Tanker,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN34M  8368,P.V,Grevious,1
28.10.2017,6:40 PM,1336.8,RHS,Rural,K.Tippa ,Rear End Collision, Milk Tanker hit Tractor Tanker,Tanker,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN34M  8368,P.V,Minor,0
28.10.2017,6:40 PM,1336.8,RHS,Rural,K.Tippa ,Rear End Collision, Milk Tanker hit Tractor Tanker,Tanker,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN34M  8368,P.V,Non injured ,1
28.10.2017,6:40 PM,1336.8,RHS,Rural,K.Tippa ,Rear End Collision, Milk Tanker hit Tractor Tanker,Tanker,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TN34M  8368,P.V,Animals affected,0
29.10.2017,6:30 AM,1356,LHS,Rural,Kodavaluru,Rear End Collision, Unknown vehicle hit Pedestrain,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown Vehicle,P.V,Fatal,1
29.10.2017,6:30 AM,1356,LHS,Rural,Kodavaluru,Rear End Collision, Unknown vehicle hit Pedestrain,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown Vehicle,P.V,Grevious,0
29.10.2017,6:30 AM,1356,LHS,Rural,Kodavaluru,Rear End Collision, Unknown vehicle hit Pedestrain,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown Vehicle,P.V,Minor,0
29.10.2017,6:30 AM,1356,LHS,Rural,Kodavaluru,Rear End Collision, Unknown vehicle hit Pedestrain,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown Vehicle,P.V,Non injured ,0
29.10.2017,6:30 AM,1356,LHS,Rural,Kodavaluru,Rear End Collision, Unknown vehicle hit Pedestrain,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown Vehicle,P.V,Animals affected,0
29.10.2017,2:20 PM,1261.8,LHS,Rural,Tangutur,Overturning, Ape Auto Overturned,Auto,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TW    1215,A.M.B& P.V,Fatal,0
29.10.2017,2:20 PM,1261.8,LHS,Rural,Tangutur,Overturning, Ape Auto Overturned,Auto,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TW    1215,A.M.B& P.V,Grevious,0
29.10.2017,2:20 PM,1261.8,LHS,Rural,Tangutur,Overturning, Ape Auto Overturned,Auto,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TW    1215,A.M.B& P.V,Minor,2
29.10.2017,2:20 PM,1261.8,LHS,Rural,Tangutur,Overturning, Ape Auto Overturned,Auto,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TW    1215,A.M.B& P.V,Non injured ,1
29.10.2017,2:20 PM,1261.8,LHS,Rural,Tangutur,Overturning, Ape Auto Overturned,Auto,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TW    1215,A.M.B& P.V,Animals affected,0
29.10.2017,4:17 PM,1189,LHS,Rural,Martur,Head on collision, Mini Truck hit Bike,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,AP27TX  1091,P.V,Fatal,1
29.10.2017,4:17 PM,1189,LHS,Rural,Martur,Head on collision, Mini Truck hit Bike,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,AP27TX  1091,P.V,Grevious,0
29.10.2017,4:17 PM,1189,LHS,Rural,Martur,Head on collision, Mini Truck hit Bike,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,AP27TX  1091,P.V,Minor,0
29.10.2017,4:17 PM,1189,LHS,Rural,Martur,Head on collision, Mini Truck hit Bike,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,AP27TX  1091,P.V,Non injured ,1
29.10.2017,4:17 PM,1189,LHS,Rural,Martur,Head on collision, Mini Truck hit Bike,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,AP27TX  1091,P.V,Animals affected,0
30.10.2017,5:15 AM,1278.9,RHS,Rural,Singarayakonda,Collision Brush/Side Wipe, Lorry hit Mediam  ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF  0333,P.V,Fatal,0
30.10.2017,5:15 AM,1278.9,RHS,Rural,Singarayakonda,Collision Brush/Side Wipe, Lorry hit Mediam  ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF  0333,P.V,Grevious,0
30.10.2017,5:15 AM,1278.9,RHS,Rural,Singarayakonda,Collision Brush/Side Wipe, Lorry hit Mediam  ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF  0333,P.V,Minor,0
30.10.2017,5:15 AM,1278.9,RHS,Rural,Singarayakonda,Collision Brush/Side Wipe, Lorry hit Mediam  ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF  0333,P.V,Non injured ,2
30.10.2017,5:15 AM,1278.9,RHS,Rural,Singarayakonda,Collision Brush/Side Wipe, Lorry hit Mediam  ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF  0333,P.V,Animals affected,0
30.10.2017,8:00 AM,1257.8,RHS,Rural,Tangutur,Overturning, Pick up vehicle Overturned,Van,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP31TW  5786,P.V,Fatal,0
30.10.2017,8:00 AM,1257.8,RHS,Rural,Tangutur,Overturning, Pick up vehicle Overturned,Van,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP31TW  5786,P.V,Grevious,0
30.10.2017,8:00 AM,1257.8,RHS,Rural,Tangutur,Overturning, Pick up vehicle Overturned,Van,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP31TW  5786,P.V,Minor,0
30.10.2017,8:00 AM,1257.8,RHS,Rural,Tangutur,Overturning, Pick up vehicle Overturned,Van,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP31TW  5786,P.V,Non injured ,2
30.10.2017,8:00 AM,1257.8,RHS,Rural,Tangutur,Overturning, Pick up vehicle Overturned,Van,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP31TW  5786,P.V,Animals affected,0
30.10.2017,9:52 AM,1255.6,LHS,Rural,Tangutur,Collision Brush/Side Wipe, Bike hit Unknown vehicle,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BC 7671,P.V,Fatal,0
30.10.2017,9:52 AM,1255.6,LHS,Rural,Tangutur,Collision Brush/Side Wipe, Bike hit Unknown vehicle,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BC 7671,P.V,Grevious,1
30.10.2017,9:52 AM,1255.6,LHS,Rural,Tangutur,Collision Brush/Side Wipe, Bike hit Unknown vehicle,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BC 7671,P.V,Minor,2
